id,name,host_id,host_name,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,minimum_nights,availability_365,number_of_reviews,review_scores_rating,reviews_per_month
29598717,Home in Albany · ★4.99 · 3 bedrooms · 3 beds · 1 bath,222800071,Tanya,ALBANY,-35.023197,117.877136,Entire home,Entire home/apt,6,3.0,3.0,3,72,78,4.99,1.43
29163845,Guest suite in Hazelmere · ★4.88 · 1 bedroom · 1 bed · 1 bath,10517352,Jean,SWAN,-31.90515,115.99329,Entire guest suite,Entire home/apt,2,1.0,1.0,2,105,80,4.88,1.47
29180815,Rental unit in Cannington · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,130089108,Chenfei,CANNING,-32.01506,115.93359,Shared room in rental unit,Shared room,2,,1.0,1,173,23,4.78,0.4
29220863,Tent in Osmington · ★4.99 · 1 bedroom · 1 bed · 1 bath,220158023,Bronwyn,AUGUSTA-MARGARET RIVER,-33.90457,115.21034,Tent,Entire home/apt,2,1.0,1.0,2,316,123,4.99,2.19
29221379,Rental unit in Scarborough · ★4.81 · 1 bedroom · 1 bed · 1 bath,215985827,Caroline & Gabi,STIRLING,-31.89715,115.75782,Entire rental unit,Entire home/apt,2,1.0,1.0,2,0,48,4.81,0.86
29931660,Cottage in Bunbury · ★4.93 · 1 bedroom · 1 bed · 1 bath,225048561,Carmela,BUNBURY,-33.33016,115.64704,Entire cottage,Entire home/apt,2,1.0,1.0,1,222,506,4.93,9.04
29221538,Guest suite in Prevelly · ★4.67 · 1 bedroom · 1 bed · 1 bath,211118654,Joey,AUGUSTA-MARGARET RIVER,-33.98221,114.99179,Entire guest suite,Entire home/apt,2,1.0,1.0,1,250,97,4.67,1.74
29248715,Rental unit in Fremantle · ★4.97 · 1 bedroom · 1 bed · 1 bath,2001534,Pete,FREMANTLE,-32.05581,115.74554,Entire rental unit,Entire home/apt,2,1.0,1.0,3,168,190,4.97,3.36
29262031,Guest suite in Prevelly · ★4.58 · 1 bedroom · 1 bed · 1 bath,211118654,Joey,AUGUSTA-MARGARET RIVER,-33.98221,114.99179,Entire guest suite,Entire home/apt,2,1.0,1.0,1,317,117,4.58,2.11
29262177,Home in Yanchep · ★5.0 · 4 bedrooms · 4 beds · 2 baths,220465252,Rachel,WANNEROO,-31.55599,115.63428,Entire home,Entire home/apt,8,4.0,4.0,3,255,25,5.0,1.64
29600795,Home in Dunsborough · ★4.84 · 4 bedrooms · 6 beds · 2 baths,222811403,Nola,BUSSELTON,-33.60095,115.09464,Entire home,Entire home/apt,8,4.0,6.0,2,138,70,4.84,1.23
29601625,Home in City Beach · 5 bedrooms · 5 beds · 2 baths,57089831,Tonya,CAMBRIDGE,-31.93918,115.76969,Entire home,Entire home/apt,9,5.0,5.0,7,14,1,4.0,0.18
29950690,Home in Eagle Bay · 1 bedroom · 4 beds · 1.5 baths,225184050,Samantha,BUSSELTON,-33.55944,115.06568,Entire home,Entire home/apt,5,1.0,4.0,3,177,0,,
29615852,Guest suite in Western Australia · ★4.90 · 1 bedroom · 1 bed · 1 private bath,222930603,Pat And Kevin,AUGUSTA-MARGARET RIVER,-33.81721,115.12811,Private room in guest suite,Private room,2,1.0,1.0,1,71,478,4.9,8.53
29262179,Chalet in Denmark  · ★4.67 · 1 bedroom · 1 bed · 1 bath,7137447,Stephanie,DENMARK,-34.9985,117.26498,Entire chalet,Entire home/apt,2,1.0,1.0,1,301,215,4.67,3.92
29954523,Home in Belmont · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,76104018,Lin,BELMONT,-31.95136,115.94083,Private room in home,Private room,2,,1.0,2,353,39,4.82,0.97
29263116,Cottage in Crowea · ★4.45 · 3 bedrooms · 6 beds · 1 bath,227916259,Lynn,MANJIMUP,-34.5101,115.9945,Entire cottage,Entire home/apt,9,3.0,6.0,2,341,31,4.45,0.57
29995164,Rental unit in Hay · ★4.25 · 1 bedroom · 1 bed · 1 private bath,29019236,Yasmin,DENMARK,-34.97028,117.40518,Private room in rental unit,Private room,2,,1.0,1,165,8,4.25,0.15
29284725,Home in Merredin · ★4.37 · 3 bedrooms · 5 beds · 1 bath,50458492,Cassina,MERREDIN,-31.48822,118.27496,Entire home,Entire home/apt,7,3.0,5.0,1,331,58,4.37,1.05
29617862,Chalet in Balingup · ★4.61 · 2 bedrooms · 2 beds · 1 bath,48550198,Taz,DONNYBROOK-BALINGUP,-33.83963,115.9203,Entire chalet,Entire home/apt,4,2.0,2.0,2,333,165,4.61,3.15
29995173,Home in Yallingup Siding · ★4.66 · 4 bedrooms · 5 beds · 2 baths,22742955,Cape Executive,BUSSELTON,-33.69544,115.08042,Entire home,Entire home/apt,7,4.0,5.0,3,206,29,4.66,0.54
29998052,Boutique hotel in Kalgoorlie · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,88417514,Allison And Carl,KALGOORLIE-BOULDER,-30.74725,121.46817,Room in boutique hotel,Private room,2,1.0,1.0,2,277,71,4.97,1.27
29285016,Home in Carlisle · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,144630217,Maree,VICTORIA PARK,-31.97476,115.91653,Private room in home,Private room,2,,1.0,2,324,187,4.93,3.33
30023970,Home in Hocking · 4 bedrooms · 4 beds · 2 baths,72038864,Raf,WANNEROO,-31.76399,115.82106,Private room in home,Private room,4,,4.0,5,180,0,,
29290220,"Cottage in Ocean Beach, Denmark  · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths",83820130,Paul,DENMARK,-35.00491,117.32774,Entire cottage,Entire home/apt,6,3.0,3.0,4,0,37,5.0,0.68
29293025,Rental unit in Stoneville · ★4.94 · 1 bedroom · 1 bed · 1 bath,74770714,Celia,MUNDARING,-31.87486,116.16172,Entire rental unit,Entire home/apt,2,1.0,1.0,2,331,103,4.94,2.05
29298656,Home in Esperance · ★4.88 · 4 bedrooms · 6 beds · 2 baths,17902392,Jessica,ESPERANCE,-33.85826,121.88733,Entire home,Entire home/apt,8,4.0,6.0,3,119,76,4.88,1.34
29299463,Townhouse in Scarborough · ★5.0 · 2 bedrooms · 3 beds · 1 bath,35920734,Joanna,STIRLING,-31.88865,115.76048,Entire townhouse,Entire home/apt,5,2.0,3.0,5,173,3,5.0,0.07
29634642,Home in Busselton · ★4.83 · 2 bedrooms · 2 beds · 1 bath,184233149,Christine,BUSSELTON,-33.64106,115.37934,Entire home,Entire home/apt,4,2.0,2.0,2,138,345,4.83,6.21
29635750,Home in Denham · ★4.46 · 2 bedrooms · 6 beds · 2 baths,220166926,Supaporn,SHARK BAY,-25.9274,113.53129,Entire home,Entire home/apt,8,2.0,6.0,1,152,138,4.46,2.44
30024689,Hotel in Perth · ★4.53 · 1 bedroom · 1 bed · 1 private bath,224230796,Maurice And Emilie,VINCENT,-31.94716,115.86335,Room in hotel,Hotel room,2,1.0,1.0,2,357,76,4.53,1.39
29643147,Home in Margaret River · ★4.74 · 3 bedrooms · 4 beds · 1 bath,223119987,Seton,AUGUSTA-MARGARET RIVER,-33.947120666503906,115.07608795166016,Entire home,Entire home/apt,5,3.0,4.0,2,17,173,4.74,3.07
29645677,Guesthouse in Yallingup · ★4.71 · 2 bedrooms · 2 beds · 1.5 baths,95964886,Katie,BUSSELTON,-33.66956,115.06081,Entire guesthouse,Entire home/apt,4,2.0,2.0,2,4,32,4.71,0.57
29316059,Home in Carlisle · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,144630217,Maree,VICTORIA PARK,-31.97388,115.91643,Private room in home,Private room,2,,1.0,2,352,185,4.91,3.26
29318517,Home in Mandurah · ★4.22 · 3 bedrooms · 5 beds · 1 bath,29664529,Shona,MANDURAH,-32.63844,115.64629,Entire home,Entire home/apt,8,3.0,5.0,2,364,18,4.22,0.35
30026801,Cottage in Bremer Bay · ★4.84 · 1 bedroom · 1 bed · 1 bath,128906705,Janna,JERRAMUNGUP,-34.39329,119.37258,Entire cottage,Entire home/apt,4,1.0,1.0,2,265,163,4.84,2.92
29319766,Rental unit in Scarborough · ★4.70 · 2 bedrooms · 2 beds · 1 bath,215985827,Caroline & Gabi,STIRLING,-31.89745,115.75724,Entire rental unit,Entire home/apt,4,2.0,2.0,2,304,53,4.7,0.94
29669291,Home in Spencer Park · ★4.53 · 3 bedrooms · 8 beds · 2 baths,223298998,Christine,ALBANY,-35.00554,117.8973,Entire home,Entire home/apt,10,3.0,8.0,2,145,57,4.53,1.01
29684539,Rental unit in Geraldton · ★4.92 · 2 bedrooms · 2 beds · 1 bath,43149126,Debbie,GREATER GERALDTON,-28.76691,114.61287,Entire rental unit,Entire home/apt,4,2.0,2.0,3,5,154,4.92,2.82
29686690,Rental unit in Scarborough · ★4.48 · 1 bedroom · 1 bed · 1.5 baths,215985827,Caroline & Gabi,STIRLING,-31.89808,115.75707,Entire rental unit,Entire home/apt,3,1.0,1.0,2,304,21,4.48,0.4
30045480,Guest suite in West Busselton · ★4.97 · 1 bedroom · 1 bed · 1 bath,21784124,Debbie,BUSSELTON,-33.65517,115.3167,Entire guest suite,Entire home/apt,2,1.0,1.0,1,137,75,4.97,1.35
29691535,Home in Quindalup · ★4.86 · 4 bedrooms · 6 beds · 2 baths,223448897,Fiona,BUSSELTON,-33.6307,115.14022,Entire home,Entire home/apt,8,4.0,6.0,2,206,103,4.86,1.89
29698213,Home in Padbury · ★4.78 · 3 bedrooms · 3 beds · 2.5 baths,223483735,Gordon,JOONDALUP,-31.81135,115.76642,Entire home,Entire home/apt,6,3.0,3.0,12,0,78,4.78,1.39
29342811,Guesthouse in Hopetoun · ★4.96 · 1 bedroom · 2 beds · 1 bath,166517626,Sue,RAVENSTHORPE,-33.82692,120.18934,Entire guesthouse,Entire home/apt,2,1.0,2.0,2,121,233,4.96,4.25
29347932,Bungalow in Lancelin · ★4.48 · 4 bedrooms · 6 beds · 2 baths,180648707,Sammy,GINGIN,-31.01801,115.33153,Entire bungalow,Entire home/apt,8,4.0,6.0,2,0,21,4.48,0.39
30046975,Tent in Augusta · ★4.75 · 1 bedroom · 3 beds · 2 shared baths,38296010,Nicki,AUGUSTA-MARGARET RIVER,-34.29686,115.14397,Private room in tent,Private room,4,1.0,3.0,1,283,49,4.75,0.88
30052733,Rental unit in Cottesloe · ★4.67 · 2 bedrooms · 3 beds · 1 bath,106486177,Phoebe,COTTESLOE,-32.00599,115.75207,Entire rental unit,Entire home/apt,4,2.0,3.0,3,166,75,4.67,1.37
30071665,Hotel in Perth · ★4.69 · 1 bedroom · 1 bed · 1 private bath,224230796,Maurice And Emilie,PERTH,-31.94705,115.86141,Room in hotel,Hotel room,2,1.0,1.0,2,346,119,4.69,2.18
29707812,Guest suite in Augusta · ★4.88 · 2 bedrooms · 2 beds · 1 bath,214258162,Jo,AUGUSTA-MARGARET RIVER,-34.30319,115.15818,Entire guest suite,Entire home/apt,3,2.0,2.0,2,48,60,4.88,1.07
29718842,Bed and breakfast in Denmark · ★4.68 · 7 bedrooms · 11 beds · 7 baths,32869593,Denise,DENMARK,-34.95981,117.35475,Private room in bed and breakfast,Private room,16,,11.0,1,356,34,4.68,0.93
30072311,Hotel in Perth · ★4.61 · 1 bedroom · 1 bed · 1 private bath,224230796,Maurice And Emilie,VINCENT,-31.94633,115.86284,Room in hotel,Hotel room,2,1.0,1.0,2,358,66,4.61,1.19
29374550,Home in Eagle Bay · ★4.86 · 5 bedrooms · 6 beds · 4.5 baths,31067433,Greg,BUSSELTON,-33.56096,115.06507,Entire home,Entire home/apt,10,5.0,6.0,2,331,49,4.86,0.9
30075628,Hotel in Perth · ★4.63 · 1 bedroom · 1 bed · 1 private bath,224230796,Maurice And Emilie,PERTH,-31.94778,115.86188,Room in hotel,Hotel room,2,1.0,1.0,2,356,104,4.63,1.88
29374694,Cottage in Preston Beach · ★4.54 · 2 bedrooms · 4 beds · 1 bath,221304464,Julie,WAROONA,-32.88371,115.65384,Entire cottage,Entire home/apt,5,2.0,4.0,2,180,13,4.54,0.26
29728171,Home in Metricup · ★4.92 · 3 bedrooms · 4 beds · 2.5 baths,223651216,Andrea,BUSSELTON,-33.80234,115.10839,Entire home,Entire home/apt,7,3.0,4.0,2,333,106,4.92,1.89
30102491,Home in Trigg · ★4.61 · 2 bedrooms · 3 beds · 1 bath,10890969,Mersina,STIRLING,-31.87181,115.75391,Entire home,Entire home/apt,4,2.0,3.0,6,128,66,4.61,1.2
30115752,Home in Dunsborough · ★4.92 · 4 bedrooms · 6 beds · 2 baths,15360130,Davinia,BUSSELTON,-33.61962127685547,115.11373138427734,Entire home,Entire home/apt,8,4.0,6.0,2,305,96,4.92,1.72
29738300,Guest suite in Dunsborough · ★4.71 · 2 bedrooms · 2 beds · 2 baths,14307938,Liz,BUSSELTON,-33.61905,115.09172,Entire guest suite,Entire home/apt,4,2.0,2.0,2,268,8,4.71,0.14
29374767,Home in Sandstone · ★4.92 · 2 bedrooms · 3 beds · 1 bath,32576079,Melony,SANDSTONE,-27.98757,119.29827,Entire home,Entire home/apt,4,2.0,3.0,1,341,12,4.92,0.28
30115886,Rental unit in South Fremantle · ★4.90 · 1 bedroom · 1 bed · 1 bath,174354691,Selwyn,FREMANTLE,-32.06744,115.75068,Entire rental unit,Entire home/apt,2,1.0,1.0,2,155,302,4.9,5.41
29375655,Rental unit in Scarborough · ★4.71 · 2 bedrooms · 3 beds · 1 bath,215985827,Caroline & Gabi,STIRLING,-31.89705,115.75804,Entire rental unit,Entire home/apt,4,2.0,3.0,2,236,24,4.71,0.43
29377942,Rental unit in Burns Beach · ★4.79 · 1 bedroom · 2 beds · 1 bath,180232256,Janette,JOONDALUP,-31.72489,115.72268,Entire rental unit,Entire home/apt,2,1.0,2.0,7,268,14,4.79,0.25
29379178,Rental unit in West Perth · ★4.52 · 1 bedroom · 1 bed · 1 bath,44073869,Herbert,VINCENT,-31.93752,115.84882,Entire rental unit,Entire home/apt,3,1.0,1.0,2,19,64,4.52,1.14
29742521,Tent in Osmington · ★4.98 · 1 bedroom · 1 bed · 1 bath,220158023,Bronwyn,AUGUSTA-MARGARET RIVER,-33.90269,115.20889,Tent,Entire home/apt,2,1.0,1.0,2,316,159,4.98,2.84
29745992,Home in Dunsborough · ★4.93 · 4 bedrooms · 6 beds · 2 baths,15360130,Davinia,BUSSELTON,-33.61963,115.11381,Entire home,Entire home/apt,8,4.0,6.0,2,187,86,4.93,1.57
29758958,Cottage in Noggerup · ★4.88 · 3 bedrooms · 5 beds · 1 bath,163417824,Jean,DONNYBROOK-BALINGUP,-33.58312,116.16475,Entire cottage,Entire home/apt,6,3.0,5.0,2,17,181,4.88,3.26
30135082,Home in Hay · ★4.80 · 5 bedrooms · 7 beds · 4.5 baths,29019236,Yasmin,DENMARK,-34.97013,117.40652,Entire home,Entire home/apt,8,5.0,7.0,2,165,30,4.8,0.74
30136149,Guesthouse in Pemberton · ★4.91 · 1 bedroom · 1 bed · 1 bath,226417766,Simona & Steve,MANJIMUP,-34.44586,116.03198,Entire guesthouse,Entire home/apt,2,1.0,1.0,1,263,43,4.91,0.82
29394809,Bungalow in Forest Grove · ★5.0 · 1 bedroom · 1 shared bath,182117580,Sonia,AUGUSTA-MARGARET RIVER,-34.0882,115.11,Private room in bungalow,Private room,3,,,2,292,4,5.0,0.11
29397814,Rental unit in Scarborough · ★4.60 · 1 bedroom · 1 bed · 1 bath,215985827,Caroline & Gabi,STIRLING,-31.89811,115.75839,Entire rental unit,Entire home/apt,2,1.0,1.0,2,344,52,4.6,0.92
29398391,Rental unit in Scarborough · ★4.60 · 1 bedroom · 1 bed · 1 bath,215985827,Caroline & Gabi,STIRLING,-31.89688,115.75885,Entire rental unit,Entire home/apt,3,1.0,1.0,2,326,30,4.6,0.53
29764780,Camper/RV in Nambung · ★4.57 · 1 bedroom · 3 beds · 0 baths,27992986,Gloria,DANDARAGAN,-30.56996,115.22854,Camper/RV,Entire home/apt,4,1.0,3.0,2,318,65,4.57,1.16
30136366,Guesthouse in Pemberton · ★4.94 · 1 bedroom · 1 bed · 1 bath,226417766,Simona & Steve,MANJIMUP,-34.44591,116.03065,Entire guesthouse,Entire home/apt,2,1.0,1.0,1,275,168,4.94,3.11
29765063,Camper/RV in Nambung · ★4.60 · 1 bedroom · 6 beds · 0 baths,27992986,Gloria,DANDARAGAN,-30.5693,115.22819,Camper/RV,Entire home/apt,7,1.0,6.0,2,334,77,4.6,1.39
30136383,Guesthouse in Pemberton · ★4.95 · 1 bedroom · 1 bed · 1 bath,226417766,Simona & Steve,MANJIMUP,-34.44744,116.03061,Entire guesthouse,Entire home/apt,2,1.0,1.0,1,247,74,4.95,1.37
29765138,Camper/RV in Nambung · ★4.79 · 1 bedroom · 5 beds · 0 baths,27992986,Gloria,DANDARAGAN,-30.56996,115.22717,Camper/RV,Entire home/apt,6,1.0,5.0,2,329,112,4.79,2.02
29784032,Tent in Osmington · ★4.96 · 1 bedroom · 1 bed · 1 bath,220158023,Bronwyn,AUGUSTA-MARGARET RIVER,-33.90486,115.2102,Tent,Entire home/apt,2,1.0,1.0,2,302,166,4.96,2.97
29399225,Cottage in Pemberton · ★4.99 · 1 bedroom · 1 bed · 1 bath,108089203,Lucie,MANJIMUP,-34.4324,116.06947,Entire cottage,Entire home/apt,2,1.0,1.0,2,170,219,4.99,3.88
30156149,Rental unit in Yallingup · ★4.99 · 1 bedroom · 1 bed · 1 bath,107179019,Lorna,BUSSELTON,-33.63795,115.03016,Entire rental unit,Entire home/apt,2,1.0,1.0,2,141,297,4.99,5.35
29405503,Home in Kalbarri · ★4.90 · 4 bedrooms · 7 beds · 2 baths,221511833,Robert,NORTHAMPTON,-27.71189,114.1633,Entire home,Entire home/apt,10,4.0,7.0,3,209,39,4.9,0.71
29428187,Home in South Lake · ★4.92 · 3 bedrooms · 4 beds · 2.5 baths,48467020,Ivy,COCKBURN,-32.11294,115.84126,Entire home,Entire home/apt,6,3.0,4.0,3,61,61,4.92,1.09
29429052,Rental unit in Spalding · ★4.40 · 1 bedroom · 1 bed · 1 bath,49522937,Anna,GREATER GERALDTON,-28.73364,114.6332,Entire rental unit,Entire home/apt,2,1.0,1.0,2,336,139,4.4,2.46
29429793,Home in Wanneroo · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,219765689,Vincent,WANNEROO,-31.7598,115.80342,Private room in home,Private room,2,,1.0,2,190,66,4.83,1.16
29784046,Home in West Busselton · ★4.91 · 5 bedrooms · 8 beds · 2.5 baths,15360130,Davinia,BUSSELTON,-33.64862,115.33919,Entire home,Entire home/apt,10,5.0,8.0,2,272,101,4.91,1.85
30158921,Rental unit in Falcon · ★5.0 · 4 bedrooms · 5 beds · 2 baths,40653949,Clare,MANDURAH,-32.58429,115.66577,Entire rental unit,Entire home/apt,9,4.0,5.0,2,224,21,5.0,0.4
29785530,Home in Eagle Bay · ★4.86 · 3 bedrooms · 4 beds · 1.5 baths,84188032,Melissa,BUSSELTON,-33.55626,115.06116,Entire home,Entire home/apt,6,3.0,4.0,2,0,49,4.86,0.9
29442827,Home in Yallingup Siding · ★4.99 · 4 bedrooms · 7 beds · 3.5 baths,123992877,Chelsea,BUSSELTON,-33.6773,115.11128,Entire home,Entire home/apt,8,4.0,7.0,3,34,102,4.99,1.84
29443080,Cottage in Pemberton · ★4.71 · 2 bedrooms · 2 beds · 1 bath,97886958,Mark,MANJIMUP,-34.4449,116.01707,Entire cottage,Entire home/apt,4,2.0,2.0,2,343,14,4.71,0.33
30161605,Home in Vasse · ★4.42 · 4 bedrooms · 4 beds · 2 baths,153678208,Geographe Holiday Homes,BUSSELTON,-33.676701,115.251457,Entire home,Entire home/apt,8,4.0,4.0,1,170,36,4.42,0.8
30324243,Villa in Mosman Park · ★4.71 · 3 bedrooms · 5 beds · 1 bath,55605680,Darrel,MOSMAN PARK,-32.01169,115.75743,Entire villa,Entire home/apt,5,3.0,5.0,3,102,191,4.71,3.47
29789460,Home in Pemberton · ★4.90 · 3 bedrooms · 11 beds · 2 baths,55739554,Toni,MANJIMUP,-34.44714,116.02882,Entire home,Entire home/apt,12,3.0,11.0,2,213,10,4.9,0.18
29789995,Home in Binningup · ★4.56 · 3 bedrooms · 3 beds · 1 bath,72662342,Renee,HARVEY,-33.14683,115.6944,Entire home,Entire home/apt,6,3.0,3.0,2,286,55,4.56,1.17
30162224,Rental unit in Glendalough · 2 bedrooms · 2 beds · 2 baths,82757501,Eve,STIRLING,-31.92066,115.82172,Private room in rental unit,Private room,2,,2.0,2,363,0,,
29792342,Townhouse in Mandurah · ★4.94 · 3 bedrooms · 4 beds · 2.5 baths,619435,Panna,MANDURAH,-32.52171,115.71744,Entire townhouse,Entire home/apt,6,3.0,4.0,2,292,65,4.94,1.19
29805524,Home in Australind · ★4.96 · 1 bedroom · 2 beds · 1 private bath,20755498,Donna,HARVEY,-33.27579,115.72018,Private room in home,Private room,2,,2.0,1,89,199,4.96,3.58
30325670,Home in Castletown · ★4.69 · 4 bedrooms · 6 beds · 1.5 baths,33774686,Sheryl,ESPERANCE,-33.83561,121.91282,Entire home,Entire home/apt,7,4.0,6.0,2,61,124,4.69,2.23
30329746,Rental unit in Scarborough · ★4.72 · 2 bedrooms · 3 beds · 1 bath,215985827,Caroline & Gabi,STIRLING,-31.8975,115.75833,Entire rental unit,Entire home/apt,4,2.0,3.0,2,302,25,4.72,0.46
30329960,Home in Margaret River · ★4.85 · 4 bedrooms · 6 beds · 3 baths,39887389,Carolyn,AUGUSTA-MARGARET RIVER,-33.97479,115.006,Entire home,Entire home/apt,10,4.0,6.0,2,215,162,4.85,3.04
30333561,Home in Dunsborough · ★4.72 · 3 bedrooms · 4 beds · 2 baths,15360130,Davinia,BUSSELTON,-33.61513,115.10874,Entire home,Entire home/apt,6,3.0,4.0,2,279,132,4.72,2.4
30162376,Home in Aveley · 1 bedroom · 1 bed · 1 private bath,197062036,Mahdi,SWAN,-31.77472,115.9862,Private room in home,Private room,2,,1.0,1,364,2,5.0,0.04
30334520,Home in Dunsborough · ★4.77 · 5 bedrooms · 7 beds · 2 baths,145307586,John,BUSSELTON,-33.60413,115.09611,Entire home,Entire home/apt,12,5.0,7.0,2,275,66,4.77,1.22
29809988,Rental unit in Perth  · 3 bedrooms · 1 bed · 1 private bath,224262993,Lucy,JOONDALUP,-31.72354,115.74788,Private room in rental unit,Private room,2,,1.0,1,179,1,5.0,0.02
30165665,Home in Yallingup · ★4.84 · 4 bedrooms · 7 beds · 2.5 baths,34983497,South West Holiday Properties,BUSSELTON,-33.68308,115.05964,Entire home,Entire home/apt,8,4.0,7.0,3,274,114,4.84,2.1
29813956,Loft in Subiaco · ★4.95 · 1 bedroom · 1 bed · 1 bath,33626383,Matthew And Jane,SUBIACO,-31.95165,115.82646,Entire loft,Entire home/apt,2,1.0,1.0,2,218,194,4.95,3.56
30353542,Home in Queens Park · 2 bedrooms · 3 beds · 1 bath,227916452,Lisa,CANNING,-32.00513,115.94551,Entire home,Entire home/apt,4,2.0,3.0,2,85,1,5.0,0.02
30354065,Home in West Beach · ★4.85 · 4 bedrooms · 7 beds · 2.5 baths,227921306,Ray,ESPERANCE,-33.8726,121.87897,Entire home,Entire home/apt,9,4.0,7.0,3,268,55,4.85,1.01
30167246,Home in Condingup · ★4.91 · 1 bedroom · 2 beds · 1 bath,226635612,Claire,ESPERANCE,-33.75582,122.52952,Entire home,Entire home/apt,2,1.0,2.0,1,52,110,4.91,2.02
30354739,Home in Wilyabrup · ★4.60 · 4 bedrooms · 8 beds · 2 baths,227926482,Wilyabrup,BUSSELTON,-33.76826,115.022,Entire home,Entire home/apt,8,4.0,8.0,3,158,30,4.6,0.55
30362826,Hostel in Perth · ★4.47 · 1 bedroom · 2 beds · 1 private bath,226753910,Rob & Team,PERTH,-31.95011,115.86462,Room in hostel,Hotel room,2,1.0,2.0,1,361,279,4.47,5.3
30364667,Hostel in Perth · ★4.76 · 1 bedroom · 4 beds · 1 shared bath,226753910,Rob & Team,PERTH,-31.95011,115.86462,Room in hostel,Hotel room,4,1.0,4.0,1,362,123,4.76,2.36
30375043,Hostel in Perth · ★4.48 · 1 bedroom · 4 beds · 1 shared bath,226753910,Rob & Team,PERTH,-31.95011,115.86462,Shared room in hostel,Shared room,1,,4.0,1,363,227,4.48,4.18
29819520,Condo in South Perth · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,205660950,Christine,SOUTH PERTH,-31.975224,115.87719,Private room in condo,Private room,2,,2.0,2,38,7,5.0,0.63
29830911,Home in Witchcliffe · ★4.91 · 2 bedrooms · 2 beds · 2 baths,511967,Exclusiveescapes,AUGUSTA-MARGARET RIVER,-34.02561,115.07711,Entire home,Entire home/apt,4,2.0,2.0,1,0,76,4.91,1.37
29832923,Home in Dunsborough · ★4.94 · 5 bedrooms · 10 beds · 3 baths,64260556,Jo,BUSSELTON,-33.6028,115.10012,Entire home,Entire home/apt,10,5.0,10.0,7,0,17,4.94,0.31
29833347,Hotel in Perth · ★4.58 · 1 bedroom · 1 bed · 1 bath,224230796,Maurice And Emilie,VINCENT,-31.94645,115.86299,Room in hotel,Hotel room,2,1.0,1.0,2,358,100,4.58,1.8
29838663,Chalet in Kununurra · ★4.98 · Studio · 1 bed · 1 bath,190575967,Grahame,WYNDHAM-EAST KIMBERLEY,-15.84295,128.72684,Entire chalet,Entire home/apt,4,,1.0,3,268,41,4.98,0.83
30383194,Hotel in Perth · ★4.49 · 1 bedroom · 1 bed · 1 private bath,224230796,Maurice And Emilie,VINCENT,-31.94743,115.8637,Room in hotel,Hotel room,2,1.0,1.0,2,335,143,4.49,2.62
30385834,Hotel in Perth · ★4.51 · 1 bedroom · 1 bed · 1 private bath,224230796,Maurice And Emilie,PERTH,-31.94786,115.86189,Room in hotel,Hotel room,2,1.0,1.0,2,341,103,4.51,1.96
30390932,Hostel in Perth · ★4.23 · 1 bedroom · 6 beds · 1 shared bath,226753910,Rob & Team,PERTH,-31.95011,115.86462,Shared room in hostel,Shared room,1,,6.0,1,363,26,4.23,0.48
30188096,Home in Peppermint Grove Beach · ★4.94 · 4 bedrooms · 4 beds · 2 baths,226774519,Anne,CAPEL,-33.51504,115.51696,Entire home,Entire home/apt,8,4.0,4.0,2,131,72,4.94,1.32
30403412,Hotel in Perth · ★4.61 · 1 bedroom · 1 bed · 1 private bath,224230796,Maurice And Emilie,VINCENT,-31.94563,115.86177,Room in hotel,Hotel room,2,1.0,1.0,2,361,127,4.61,2.33
30405234,Hotel in Perth · ★4.67 · 1 bedroom · 1 bed · 1 private bath,224230796,Maurice And Emilie,VINCENT,-31.94601,115.86207,Room in hotel,Hotel room,2,1.0,1.0,2,361,92,4.67,1.73
29839480,Hotel in Perth · ★4.60 · 1 bedroom · 1 bed · 1 bath,224230796,Maurice And Emilie,VINCENT,-31.94576,115.86305,Room in hotel,Hotel room,2,1.0,1.0,2,339,95,4.6,1.74
29841231,Hotel in Perth · ★4.43 · 1 bedroom · 1 bed · 1 private bath,224230796,Maurice And Emilie,PERTH,-31.94766,115.86351,Room in hotel,Hotel room,2,1.0,1.0,2,332,89,4.43,1.63
30188999,Hostel in Geraldton · ★4.62 · 1 bedroom · 2 beds · 2 shared baths,159670214,Pippa,GREATER GERALDTON,-28.77345,114.60846,Shared room in hostel,Shared room,2,,2.0,1,356,13,4.62,0.24
30193866,Guesthouse in South Fremantle · ★4.97 · 1 bedroom · 1 bed · 1 bath,118266337,Karen,FREMANTLE,-32.06967,115.75743,Entire guesthouse,Entire home/apt,2,1.0,1.0,2,14,212,4.97,3.81
29853959,Home in Redcliffe · ★4.93 · 2 bedrooms · 2 beds · 1 bath,224508342,Leon,BELMONT,-31.94195,115.94219,Entire home,Entire home/apt,4,2.0,2.0,4,135,136,4.93,2.42
